metadata_column	enumeration	enumeration_description
in.weather_file_longitude	-75.23	Weather station longitude from weather file used for the building energy simulation is -75.23W
in.weather_file_longitude	-75.15	Weather station longitude from weather file used for the building energy simulation is -75.15W
in.weather_file_longitude	-75.12	Weather station longitude from weather file used for the building energy simulation is -75.12W
in.weather_file_longitude	-75.08	Weather station longitude from weather file used for the building energy simulation is -75.08W
in.weather_file_longitude	-75.01	Weather station longitude from weather file used for the building energy simulation is -75.01W
in.weather_file_longitude	-74.9	Weather station longitude from weather file used for the building energy simulation is -74.9W
in.weather_file_longitude	-74.85	Weather station longitude from weather file used for the building energy simulation is -74.85W
in.weather_file_longitude	-74.84	Weather station longitude from weather file used for the building energy simulation is -74.84W
in.weather_file_longitude	-74.81	Weather station longitude from weather file used for the building energy simulation is -74.81W
in.weather_file_longitude	-74.78	Weather station longitude from weather file used for the building energy simulation is -74.78W
in.weather_file_longitude	-74.58	Weather station longitude from weather file used for the building energy simulation is -74.58W
in.weather_file_longitude	-74.28	Weather station longitude from weather file used for the building energy simulation is -74.28W
in.weather_file_longitude	-74.27	Weather station longitude from weather file used for the building energy simulation is -74.27W
in.weather_file_longitude	-74.21	Weather station longitude from weather file used for the building energy simulation is -74.21W
in.weather_file_longitude	-74.17	Weather station longitude from weather file used for the building energy simulation is -74.17W
in.weather_file_longitude	-74.12	Weather station longitude from weather file used for the building energy simulation is -74.12W
in.weather_file_longitude	-74.06	Weather station longitude from weather file used for the building energy simulation is -74.06W
in.weather_file_longitude	-73.97	Weather station longitude from weather file used for the building energy simulation is -73.97W
in.weather_file_longitude	-73.88	Weather station longitude from weather file used for the building energy simulation is -73.88W
in.weather_file_longitude	-73.8	Weather station longitude from weather file used for the building energy simulation is -73.8W
in.weather_file_longitude	-73.71	Weather station longitude from weather file used for the building energy simulation is -73.71W
in.weather_file_longitude	-73.61	Weather station longitude from weather file used for the building energy simulation is -73.61W
in.weather_file_longitude	-73.48	Weather station longitude from weather file used for the building energy simulation is -73.48W
in.weather_file_longitude	-73.47	Weather station longitude from weather file used for the building energy simulation is -73.47W
in.weather_file_longitude	-73.42	Weather station longitude from weather file used for the building energy simulation is -73.42W
in.weather_file_longitude	-73.25	Weather station longitude from weather file used for the building energy simulation is -73.25W
in.weather_file_longitude	-73.17	Weather station longitude from weather file used for the building energy simulation is -73.17W
in.weather_file_longitude	-73.15	Weather station longitude from weather file used for the building energy simulation is -73.15W
